Year,Term,TermYear,Course,Course Title,ACP,CS,HUM,NAT,QR,SBS
2023,Spring,2023-sp,MCB 150,Molec & Cellular Basis of Life,,,,LS,,
2023,Spring,2023-sp,MCB 170,Society and the Brain,,,,LS,,
2023,Spring,2023-sp,MCB 180,Human Reproduction & Society,,,,LS,,
2023,Spring,2023-sp,MDIA 223,Watching the Environment,,,,,,SS
2023,Spring,2023-sp,MDVL 111,Ancient to Medieval Art,,,LA,,,
2023,Spring,2023-sp,MDVL 122,The Middle Ages in Popular Culture,,,LA,,,
2023,Spring,2023-sp,MDVL 201,Medieval Literature and Culture,,WCC,LA,,,
2023,Spring,2023-sp,MDVL 216,Legends of King Arthur,,WCC,LA,,,
2023,Spring,2023-sp,MDVL 240,Italy Middle Ages & Renaiss,,,LA,,,
2023,Spring,2023-sp,MDVL 245,"Wives, Workers and Witches in Pre-Modern Europe",,WCC,HP,,,
2023,Spring,2023-sp,MDVL 247,Medieval Europe,,WCC,HP,,,
2023,Spring,2023-sp,MDVL 251,Viking Mythology,,WCC,HP,,,
2023,Spring,2023-sp,MDVL 252,Viking Sagas in Translation,,WCC,LA,,,
2023,Spring,2023-sp,MDVL 255,British Isles to 1688,,WCC,HP,,,
2023,Spring,2023-sp,ME 470,Senior Design Project,ACP,,,,,
2023,Spring,2023-sp,MILS 120,Intro to US Armed Forces,,,HP,,,
2023,Spring,2023-sp,MSE 101,Materials in Today's World,,,,PS,,
2023,Spring,2023-sp,MSE 307,Materials Laboratory I,ACP,,,,,
2023,Spring,2023-sp,MSE 308,Materials Laboratory II,ACP,,,,,
2023,Spring,2023-sp,MUS 130,Music Then and Now,,WCC,LA,,,
2023,Spring,2023-sp,MUS 132,Popular Music Studies,,US,LA,,,
2023,Spring,2023-sp,MUS 133,Introduction to World Music,,NW,LA,,,
2023,Spring,2023-sp,MUS 134,History of Musical Events,,,LA,,,
2023,Spring,2023-sp,MUS 244,Social Foundations of Music Ed,ACP,,,,,
2023,Spring,2023-sp,MUS 313,The History of Music I,,,LA,,,
2023,Spring,2023-sp,MUS 314,The History of Music II,,,LA,,,
2023,Spring,2023-sp,MUS 339,Princpls and Technqs in Mus Ed,,,,,QR2,
2023,Spring,2023-sp,MUSE 250,The World Through Museums,,WCC,,,,SS
2023,Spring,2023-sp,NPRE 101,Introduction to Energy Sources,,,,PS,QR2,
2023,Spring,2023-sp,NPRE 481,Writing on Technol & Security,ACP,,,,,
2023,Spring,2023-sp,NRES 100,Fundamentals of Env Sci,,,,PS,,
2023,Spring,2023-sp,NRES 101,Wildlife Conservation in the 21st Century,,,,LS,,
2023,Spring,2023-sp,NRES 103,The Great Lakes - Freshwater Wonder at Risk,,,,LS,,
2023,Spring,2023-sp,NRES 105,Climate Change Impacts on Ecological Systems,,,,LS,QR2,
2023,Spring,2023-sp,NRES 202,American Environmental History,,WCC,HP,,,
2023,Spring,2023-sp,NRES 210,Environmental Economics,,,,,,SS
2023,Spring,2023-sp,NRES 220,Communicating Agriculture,ACP,,,,,
2023,Spring,2023-sp,NRES 223,Watching the Environment,,,,,,SS
2023,Spring,2023-sp,NRES 224,Social Justice and Environment,,US,,,,SS
2023,Spring,2023-sp,NRES 242,Nature and American Culture,,WCC,,,,
2023,Spring,2023-sp,NRES 270,Applied Entomology,,,,LS,,
2023,Spring,2023-sp,NRES 287,Environment and Society,,WCC,,,,SS
2023,Spring,2023-sp,NRES 419,Env and Plant Ecosystems,ACP,,,,,
2023,Spring,2023-sp,NS 120,Intro to US Armed Forces,,,HP,,,
2023,Spring,2023-sp,PHIL 100,Intro to Philosophy-ACP,ACP,,HP,,,
2023,Spring,2023-sp,PHIL 101,Introduction to Philosophy,,,HP,,,
2023,Spring,2023-sp,PHIL 102,Logic and Reasoning,,,HP,,,
2023,Spring,2023-sp,PHIL 103,Logic and Reasoning QR II,,,HP,,QR2,
2023,Spring,2023-sp,PHIL 104,Intro to Ethics-ACP,ACP,,HP,,,
2023,Spring,2023-sp,PHIL 105,Introduction to Ethics,,,HP,,,
2023,Spring,2023-sp,PHIL 106,Ethics and Social Policy,,,,,,SS
2023,Spring,2023-sp,PHIL 107,Intro to Political Philosophy,,,,,,SS
2023,Spring,2023-sp,PHIL 108,Religion & Society in West I,,WCC,HP,,,
2023,Spring,2023-sp,PHIL 109,Religion & Society in West II,,WCC,HP,,,
2023,Spring,2023-sp,PHIL 110,World Religions,,NW,HP,,,
2023,Spring,2023-sp,PHIL 202,Symbolic Logic,,,,,QR1,
2023,Spring,2023-sp,PHIL 203,Ancient Philosophy,,,HP,,,
2023,Spring,2023-sp,PHIL 206,Early Modern Philosophy,,,HP,,,
2023,Spring,2023-sp,PHIL 210,Ethics,,,HP,,,
2023,Spring,2023-sp,PHIL 214,Biomedical Ethics,,,HP,,,
2023,Spring,2023-sp,PHIL 222,Philosophical Foundations of Computer Science,,,HP,,,
2023,Spring,2023-sp,PHIL 223,Minds & Machines,,,HP,,,
2023,Spring,2023-sp,PHIL 230,Philosophy of Religion Intro,,,HP,,,
2023,Spring,2023-sp,PHIL 231,Religion and Philosophy,,,HP,,,
2023,Spring,2023-sp,PHIL 250,Conceptions of Human Nature,,,HP,,,
2023,Spring,2023-sp,PHIL 270,Philosophy of Science,,,HP,,,
2023,Spring,2023-sp,PHIL 316,Ethics and Engineering,ACP,,HP,,,
2023,Spring,2023-sp,PHIL 419,"Space, Time, and Matter-ACP",ACP,,,,,
2023,Spring,2023-sp,PHIL 454,Advanced Symbolic Logic,,,,,QR2,
2023,Spring,2023-sp,PHYS 101,College Physics: Mech & Heat,,,,PS,QR2,
2023,Spring,2023-sp,PHYS 102,College Physics: E&M & Modern,,,,PS,QR2,
2023,Spring,2023-sp,PHYS 123,Physics Made Easy,,,,PS,,
2023,Spring,2023-sp,PHYS 140,How Things Work,,,,PS,QR2,
2023,Spring,2023-sp,PHYS 150,Physics of Societal Issues,,,,PS,QR2,
2023,Spring,2023-sp,PHYS 211,University Physics: Mechanics,,,,PS,QR2,
2023,Spring,2023-sp,PHYS 212,University Physics: Elec & Mag,,,,PS,QR2,
2023,Spring,2023-sp,PHYS 213,Univ Physics: Thermal Physics,,,,PS,QR2,
2023,Spring,2023-sp,PHYS 214,Univ Physics: Quantum Physics,,,,PS,QR2,
2023,Spring,2023-sp,PHYS 280,Nuclear Weapons & Arms Control,ACP,,,,,
2023,Spring,2023-sp,PHYS 419,"Space, Time, and Matter-ACP",ACP,,,,,
2023,Spring,2023-sp,PHYS 496,Communicating in PhysicsWriting Papers and Giving Talks,ACP,,,,,
2023,Spring,2023-sp,PLPA 200,"Plants, Pathogens, and People",ACP,,,LS,,
2023,Spring,2023-sp,POL 115,Intro to Polish Culture,,WCC,LA,,,
2023,Spring,2023-sp,PORT 150,Writing Brazilians into the U.S.,,US,,,,SS
2023,Spring,2023-sp,PS 100,Intro to Political Science,,,,,,SS
2023,Spring,2023-sp,PS 101,Intro to US Gov & Pol,,,,,,SS
2023,Spring,2023-sp,PS 152,The New Middle East,,NW,,,,SS
2023,Spring,2023-sp,PS 170,"Power, Politics, and Protest",,,HP,,,
2023,Spring,2023-sp,PS 201,US Racial & Ethnic Politics,,US,,,,SS
2023,Spring,2023-sp,PS 214,American Indian Law & Politics,,US,,,,SS
2023,Spring,2023-sp,PS 224,Politics of the National Parks,,,,,,SS
2023,Spring,2023-sp,PS 225,Environmental Politics & Policy,,,,,,SS
2023,Spring,2023-sp,PS 240,Intro to Comp Politics,,,,,,SS
2023,Spring,2023-sp,PS 241,Comp Politics in Dev Nations,,NW,,,,SS
2023,Spring,2023-sp,PS 242,Introduction to Modern Africa,,NW,,,,
2023,Spring,2023-sp,PS 243,Pan Africanism,,NW,,,,
2023,Spring,2023-sp,PS 270,Intro to Political Theory,,,HP,,,
2023,Spring,2023-sp,PS 273,Environment and Society,,WCC,,,,SS
2023,Spring,2023-sp,PS 280,Intro to Intl Relations,,,,,,SS
2023,Spring,2023-sp,PS 281,Intro to Intl Relations-ACP,ACP,,,,,SS
2023,Spring,2023-sp,PS 282,Governing Globalization,ACP,,,,,SS
2023,Spring,2023-sp,PS 357,Ethnic Conflict,ACP,,,,,
2023,Spring,2023-sp,PSYC 100,Intro Psych,,,,,,BSC
2023,Spring,2023-sp,PSYC 103,Intro Experimental Psych,,,,,,BSC
2023,Spring,2023-sp,PSYC 144,"Stereotypes, Prejudice & Discrimination",,US,,,,BSC
2023,Spring,2023-sp,PSYC 201,Intro to Social Psych,,,,,,BSC
2023,Spring,2023-sp,PSYC 207,Psychology of Prejudice and Discrimination,,,,,,BSC
2023,Spring,2023-sp,PSYC 225,"Language, Mind, and Brain",,,,,,BSC
2023,Spring,2023-sp,PSYC 230,Perception & Sensory Processes,,,,,,BSC
2023,Spring,2023-sp,PSYC 235,Intro to Statistics,,,,,QR1,
2023,Spring,2023-sp,PSYC 236,Madness and Modern Society,,WCC,HP,,,
2023,Spring,2023-sp,PSYC 239,Community Psych,,,,,,SS
2023,Spring,2023-sp,PSYC 301,Psychological Statistics,,,,,QR1,
2023,Spring,2023-sp,PSYC 322,Introduction to Intellectual Disability,,,,,,BSC
2023,Spring,2023-sp,PSYC 498,Senior Honors Seminar,ACP,,,,,
2023,Spring,2023-sp,PSYC 499,Senior Honors Seminar II,ACP,,,,,
2023,Spring,2023-sp,REES 115,Intro to Polish Culture,,WCC,LA,,,
2023,Spring,2023-sp,REES 116,Intro to Russian Culture,,WCC,LA,,,
2023,Spring,2023-sp,REES 200,Intro to Russia and Eurasia,,,,,,SS
2023,Spring,2023-sp,REES 201,Introduction to Eastern Europe,,,,,,SS
2023,Spring,2023-sp,REES 265,Central Asian Societies,,NW,,,,SS
2023,Spring,2023-sp,REHB 322,Introduction to Intellectual Disability,,,,,,BSC
2023,Spring,2023-sp,REHB 330,Disability in American Society,,,,,,SS
2023,Spring,2023-sp,REL 101,Bible as Literature,,,LA,,,
2023,Spring,2023-sp,REL 104,Asian Mythology,,NW,HP,,,
2023,Spring,2023-sp,REL 108,Religion & Society in West I,,WCC,HP,,,
2023,Spring,2023-sp,REL 109,Religion & Society in West II,,WCC,HP,,,
2023,Spring,2023-sp,REL 110,World Religions,,NW,HP,,,
2023,Spring,2023-sp,REL 115,Language and Culture in India,,NW,,,,
2023,Spring,2023-sp,REL 116,Faith & Self in Global Context,,WCC,,,,
2023,Spring,2023-sp,REL 120,A History of Judaism,ACP,,HP,,,
2023,Spring,2023-sp,REL 121,Introduction to Christianity,,,HP,,,
2023,Spring,2023-sp,REL 122,History East Asian Religions,,NW,HP,,,
2023,Spring,2023-sp,REL 132,Zen,,NW,HP,,,
2023,Spring,2023-sp,REL 134,"Religion, Race, and Resistance",,US,,,,
2023,Spring,2023-sp,REL 160,Ancient Greek & Roman Religion,,WCC,HP,,,
2023,Spring,2023-sp,REL 201,Hebrew Bible in English,,,HP,,,
2023,Spring,2023-sp,REL 208,Cultures & Literatures of South Asia,,NW,LA,,,
2023,Spring,2023-sp,REL 212,History of Antisemitism,,WCC,HP,,,
2023,Spring,2023-sp,REL 214,Introduction to Islam,,NW,HP,,,
2023,Spring,2023-sp,REL 215,African Muslim Societies,,NW,HP,,,
2023,Spring,2023-sp,REL 220,Jewish Storytelling,,WCC,LA,,,
2023,Spring,2023-sp,REL 223,The Qur'an (Koran),,NW,LA,,,
2023,Spring,2023-sp,REL 224,Chinese Thought and Culture,,NW,HP,,,
2023,Spring,2023-sp,REL 225,Japanese Religions: Thought and Practice,,NW,HP,,,
2023,Spring,2023-sp,REL 230,Philosophy of Religion Intro,,,HP,,,
2023,Spring,2023-sp,REL 231,Religion and Philosophy,,,HP,,,
2023,Spring,2023-sp,REL 234,Black Religious Imaginations,,US,,,,
2023,Spring,2023-sp,REL 235,History of Religion in America,,,HP,,,
2023,Spring,2023-sp,REL 236,"Religion, Violence & America",,WCC,,,,
2023,Spring,2023-sp,REL 251,Viking Mythology,,WCC,HP,,,
2023,Spring,2023-sp,REL 258,Muslims in America,,US,,,,SS
2023,Spring,2023-sp,REL 260,Mystics and Saints in Islam,,NW,LA,,,
2023,Spring,2023-sp,REL 269,Jewish History Since 1700,,WCC,HP,,,
2023,Spring,2023-sp,REL 270,"Religion, Ethics, Environment",,WCC,HP,,,
2023,Spring,2023-sp,REL 283,Jewish Sacred Literature,,,LA,,,
2023,Spring,2023-sp,REL 286,Introduction to Hinduism,,NW,HP,,,
2023,Spring,2023-sp,REL 287,Introduction to Buddhism,,NW,HP,,,
2023,Spring,2023-sp,REL 320,Responses to the Holocaust,,WCC,LA,,,
2023,Spring,2023-sp,REL 393,The World of Jewish Sepharad,,WCC,HP,,,
2023,Spring,2023-sp,RHET 233,Adv Rhetoric & Composition,ACP,,,,,
2023,Spring,2023-sp,RST 100,"Recreation, Sport, and Tourism in Modern Society",,,,,,SS
2023,Spring,2023-sp,RST 120,"Parks, Recreation, and Environments",,,,,,BSC
2023,Spring,2023-sp,RST 224,Politics of the National Parks,,,,,,SS
2023,Spring,2023-sp,RST 225,Environmental Politics & Policy,,,,,,SS
2023,Spring,2023-sp,RST 230,"Diversity in Recreation, Sport, and Tourism",,US,,,,
2023,Spring,2023-sp,RST 242,Nature and American Culture,,WCC,,,,
2023,Spring,2023-sp,RST 335,Leisure and Consumer Culture,,WCC,,,,SS
2023,Spring,2023-sp,RST 370,Research Methods & Analysis,,,,,QR2,
2023,Spring,2023-sp,RST 410,"Strategic Thinking in Recreation, Sport and Tourism",ACP,,,,,
2023,Spring,2023-sp,RUSS 115,Intro to Russian Culture,,WCC,LA,,,
2023,Spring,2023-sp,RUSS 122,Russia and Black America,,US,,,,
2023,Spring,2023-sp,RUSS 220,Golden Age of Russian Lit,,,LA,,,
2023,Spring,2023-sp,RUSS 225,Russian Lit and Revolution,,,LA,,,
2023,Spring,2023-sp,RUSS 260,Medicine & Russian Literature,,,LA,,,
2023,Spring,2023-sp,RUSS 261,Intro Russian-Jewish Culture,,WCC,HP,,,
2023,Spring,2023-sp,SAME 150,Lang&Culture of Arab World,,NW,,,,
2023,Spring,2023-sp,SAME 152,The New Middle East,,NW,,,,SS
2023,Spring,2023-sp,SAME 208,Cultures & Literatures of South Asia,,NW,LA,,,
2023,Spring,2023-sp,SAME 211,The Arab-Israeli Conflict,,WCC,LA,,,
2023,Spring,2023-sp,SAME 212,Israeli Cinema and Television,,WCC,LA,,,
2023,Spring,2023-sp,SAME 214,Introduction to Islam,,NW,HP,,,
2023,Spring,2023-sp,SAME 223,The Qur'an (Koran),,NW,LA,,,
2023,Spring,2023-sp,SAME 250,Introduction to Middle East Studies,,NW,,,,
2023,Spring,2023-sp,SAME 260,Mystics and Saints in Islam,,NW,LA,,,
2023,Spring,2023-sp,SAME 265,Central Asian Societies,,NW,,,,SS
2023,Spring,2023-sp,SAME 272,Language and Culture in Turkey,,NW,,,,
2023,Spring,2023-sp,SCAN 215,"Madness, Myth, and Murder",,,LA,,,
2023,Spring,2023-sp,SCAN 225,Vikings to Volvos: Scandinavia,,WCC,LA,,,
2023,Spring,2023-sp,SCAN 251,Viking Mythology,,WCC,HP,,,
2023,Spring,2023-sp,SCAN 252,Viking Sagas in Translation,,WCC,LA,,,
2023,Spring,2023-sp,SE 494,Senior Engineering Project I,ACP,,,,,
2023,Spring,2023-sp,SE 495,Senior Engineering Project II,ACP,,,,,
2023,Spring,2023-sp,SHS 120,"Child, Comm, & Lang Ability",,,,,,BSC
2023,Spring,2023-sp,SHS 222,Language & Culture of Deaf Communities,,US,,,,SS
2023,Spring,2023-sp,SHS 231,Lang Diff Dis: American Persp,,US,,,,
2023,Spring,2023-sp,SHS 271,Communication and Aging,,,,,,SS
2023,Spring,2023-sp,SLAV 117,Russ & E Euro Science Fiction,,,LA,,,
2023,Spring,2023-sp,SLAV 120,Russian & E Euro Folktales,,WCC,LA,,,
2023,Spring,2023-sp,SLCL 200,Topics in Global Culture,,WCC,HP,,,
2023,Spring,2023-sp,SOC 100,Introduction to Sociology,,,,,,SS
2023,Spring,2023-sp,SOC 101,Sociology of Gender,,,,,,SS
2023,Spring,2023-sp,SOC 122,Africa in World Perspective,,NW,,,,SS
2023,Spring,2023-sp,SOC 130,Intro Gender & Women's Studies,,,,,,SS
2023,Spring,2023-sp,SOC 160,Global Ineq and Social Change,,NW,,,,SS
2023,Spring,2023-sp,SOC 161,Introduction to Poverty,,WCC,,,,SS
2023,Spring,2023-sp,SOC 162,Intro to Intl Health Policy,,WCC,,,,SS
2023,Spring,2023-sp,SOC 170,"Integration, Assimilation and Multiculturalism: America's Immigrant Society",,US,,,,SS
2023,Spring,2023-sp,SOC 179,Social Organization,,,,,,SS
2023,Spring,2023-sp,SOC 180,Stress and Health in African American Communities,,US,,,,SS
2023,Spring,2023-sp,SOC 201,"Race, Gender & Power",,WCC,,,,
2023,Spring,2023-sp,SOC 202,Sexualities,,WCC,,,,
2023,Spring,2023-sp,SOC 221,Latina/o Migration,,US,,,,SS
2023,Spring,2023-sp,SOC 222,Introduction to Modern Africa,,NW,,,,
2023,Spring,2023-sp,SOC 225,Race and Ethnicity,,US,,,,SS
2023,Spring,2023-sp,SOC 265,Central Asian Societies,,NW,,,,SS
2023,Spring,2023-sp,SOC 270,Global Demography,,,,,,SS
2023,Spring,2023-sp,SOC 280,Intro to Social Statistics,,,,,QR1,
2023,Spring,2023-sp,SOC 350,Technology and Society,,,,,,SS
2023,Spring,2023-sp,SOC 373,Social Inequality,,,,,,SS
2023,Spring,2023-sp,SOC 380,Social Research Methods,,,,,QR2,
2023,Spring,2023-sp,SOC 392,Chicanas&Latinas: Self&Society,ACP,,,,,
2023,Spring,2023-sp,SOC 488,Demographic Analysis,,,,,QR2,
2023,Spring,2023-sp,SOCW 200,Introduction to Social Work,,,,,,SS
2023,Spring,2023-sp,SOCW 225,Social Work Statistics,,,,,QR1,
2023,Spring,2023-sp,SOCW 240,Death & Dying,,,,,,SS
2023,Spring,2023-sp,SOCW 245,Doing Good through the Nonprofit Sector,,,,,,SS
2023,Spring,2023-sp,SOCW 297,Asian Families in America,,US,,,,SS
2023,Spring,2023-sp,SOCW 300,Diversity: Identities & Issues,ACP,US,,,,
2023,Spring,2023-sp,SPAN 150,Language and Identity in Latinx Communities in the US,,US,,,,SS
2023,Spring,2023-sp,SPAN 232,Spanish in the Community,,US,,,,
2023,Spring,2023-sp,SPAN 240,Latina/o Popular Culture,,US,,,,
2023,Spring,2023-sp,SPAN 242,Intro to Latina/o Literature,,US,LA,,,
2023,Spring,2023-sp,SPAN 246,Gender & Sexuality in Latina/o Literature,,US,LA,,,
2023,Spring,2023-sp,SPAN 248,"Latin American Diaspora through Film: Beyond Braceros, Narcos, and Latin Lovers",,US,LA,,,
2023,Spring,2023-sp,SPED 117,The Culture of Disability,,,HP,,,
2023,Spring,2023-sp,SPED 322,Introduction to Intellectual Disability,,,,,,BSC
2023,Spring,2023-sp,STAT 100,Statistics,,,,,QR1,
2023,Spring,2023-sp,STAT 107,Data Science Discovery,,,,,QR1,
2023,Spring,2023-sp,STAT 200,Statistical Analysis,,,,,QR1,
2023,Spring,2023-sp,STAT 207,Data Science Exploration,,,,,QR2,
2023,Spring,2023-sp,STAT 212,Biostatistics,,,,,QR1,
2023,Spring,2023-sp,TAM 324,Behavior of Materials,ACP,,,,,
2023,Spring,2023-sp,THEA 101,Introduction to Theatre Arts,,,LA,,,
2023,Spring,2023-sp,THEA 110,Broadway Musicals,,WCC,LA,,,
2023,Spring,2023-sp,THEA 122,Theatre Foundations: Theory and Practice,,,LA,,,
2023,Spring,2023-sp,THEA 208,21st Century Dramaturgy,,,LA,,,
2023,Spring,2023-sp,THEA 210,Introduction to Greek and Roman Theater,ACP,WCC,LA,,,
2023,Spring,2023-sp,THEA 260,Intro Asian American Theatre,,US,,,,
2023,Spring,2023-sp,THEA 262,Literature of Modern Theatre,ACP,,LA,,,
2023,Spring,2023-sp,THEA 263,Intro African American Theat,,US,,,,
2023,Spring,2023-sp,THEA 304,Global Theatre Performance,ACP,,,,,
2023,Spring,2023-sp,THEA 323,The Comic Imagination,ACP,WCC,LA,,,
2023,Spring,2023-sp,TRST 201,Intro to Translation Studies,,,LA,,,
2023,Spring,2023-sp,TURK 270,Language and Culture in Turkey,,NW,,,,
2023,Spring,2023-sp,UKR 113,Ukrainian Culture,,WCC,LA,,,
2023,Spring,2023-sp,UP 116,Urban Informatics I,,,,,QR1,
2023,Spring,2023-sp,UP 136,Urban Sustainability,,,,,,SS
2023,Spring,2023-sp,UP 160,"Race, Social Justice, and Cities",,US,,,,
2023,Spring,2023-sp,UP 185,Cities in a Global Perspective,,NW,,,,SS
2023,Spring,2023-sp,UP 205,Ecology & Environmental Sustainability,,,,LS,,
2023,Spring,2023-sp,UP 210,Environmental Economics,,,,,,SS
2023,Spring,2023-sp,UP 260,Social Inequality and Planning,,,,,,SS
2023,Spring,2023-sp,UP 312,Communication for Planners,ACP,,,,,
2023,Spring,2023-sp,UP 316,Urban Informatics II,,,,,QR2,
2023,Spring,2023-sp,UP 330,The Modern American City,,US,,,,
2023,Spring,2023-sp,WRIT 303,Writing Across Media,ACP,,,,,
2023,Spring,2023-sp,YDSH 220,Jewish Storytelling,,WCC,LA,,,
2023,Spring,2023-sp,YDSH 320,Responses to the Holocaust,,WCC,LA,,,
